track_name,track_popularity,artist_name,album,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,artist_encoded,album_encoded
Dedicated To You,51,John Coltrane,John Coltrane And Johnny Hartman,"['bebop', 'free jazz', 'jazz', 'jazz saxophone']",63,0.462,0.0536,0.7272727272727273,0.5316110477512768,1,0.0321,0.96,0.000219,0.121,0.138,0.36500427933658725,0.23211540074361914,4,8,2559,4507
Never Let Me Go,50,Stacey Kent,Breakfast on the Morning Tram ,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']",59,0.445,0.152,0.36363636363636365,0.5556354440422472,1,0.0369,0.945,0.00232,0.0979,0.149,0.6429356248987995,0.1952538369069917,4,8,4680,1398
"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",49,Miles Davis,Kind Of Blue,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",61,0.629,0.278,0.7272727272727273,0.6635344870332722,1,0.0329,0.662,0.000229,0.106,0.503,0.7428292197728483,0.4098941880294093,4,8,3547,4656
Over The Rainbow,48,Judy Garland,Greatest Performances Original Recordings,"['adult standards', 'hollywood', 'lounge', 'torch song', 'vocal jazz']",48,0.204,0.161,0.7272727272727273,0.590097684335796,1,0.0336,0.972,8.99e-05,0.121,0.316,0.4742488029423331,0.11704103883033742,4,8,2682,3575
Cheek To Cheek,47,Ella Fitzgerald,Ella and Louis,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']",66,0.655,0.31,0.0,0.6345019090593544,1,0.0866,0.573,0.0,0.119,0.665,0.7055064652679791,0.24689483100835874,4,8,1600,2733
Fever,47,Peggy Lee,Great Ladies Of Song / Spotlight On Peggy Lee,"['adult standards', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']",57,0.794,0.0715,0.6363636363636364,0.438513413001438,1,0.131,0.388,0.0,0.111,0.333,0.39515047072702464,0.14153015012160688,4,8,3971,3561
Moonlight Serenade,47,Glenn Miller,Pure Gold,"['adult standards', 'big band', 'easy listening', 'jazz trombone', 'lounge', 'swing', 'vocal jazz']",54,0.343,0.157,0.2727272727272727,0.6911290722467397,1,0.0295,0.958,0.113,0.178,0.0673,0.45296199486479616,0.14075647871180566,3,8,1990,6823
You'd Be So Nice To Come Home To,46,Coleman Hawkins,Coleman Hawkins Encounters Ben Webster ,"['bebop', 'big band', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",49,0.655,0.245,0.8181818181818182,0.6280061486586999,0,0.0469,0.809,0.384,0.178,0.5,0.46124308944970055,0.17865519554946743,4,8,1062,1836
Volare,45,Oscar Peterson Trio,Night Train ,"['adult standards', 'bebop', 'big band', 'jazz', 'jazz trio', 'stride', 'vocal jazz']",56,0.81,0.144,0.9090909090909091,0.5185699409927108,0,0.0532,0.896,0.371,0.125,0.431,0.6869607457611437,0.11632327863352995,4,8,3875,6008
Out of Nowhere,45,Django Reinhardt,All Star Sessions,"['french jazz', 'gypsy jazz', 'jazz', 'jazz guitar', 'swing']",51,0.673,0.218,0.7272727272727273,0.5760648584320921,1,0.0683,0.891,0.819,0.182,0.585,0.7017649371978443,0.13995485169550753,4,8,1420,455
Eleanor Rigby - Remastered,44,Oscar Peterson,Motions & Emotions,"['bebop', 'jazz', 'jazz piano', 'stride', 'vocal jazz']",54,0.393,0.188,0.45454545454545453,0.5305449496702533,0,0.0302,0.767,0.171,0.117,0.412,0.8329844324674425,0.12983282547314864,4,8,3874,5727
But Not For Me,43,Diana Krall,Love Is Here To Stay,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'lounge', 'vocal jazz']",62,0.52,0.0503,0.45454545454545453,0.6032379630088759,1,0.0433,0.976,1.22e-06,0.123,0.296,0.6093486155767852,0.12950923932794722,3,8,1377,5205
Blue Skies,42,Frank Sinatra,The Essential Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",74,0.572,0.287,0.45454545454545453,0.6938562998958695,1,0.0545,0.702,9.62e-06,0.127,0.715,0.8249635678101364,0.10312823236700121,4,8,1831,8713
You Go To My Head,55,Billie Holiday,Solitude,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'lounge', 'torch song', 'vocal jazz']",63,0.559,0.0973,0.7272727272727273,0.5634948182674666,1,0.0463,0.986,0.000104,0.155,0.212,0.3949712012213458,0.12221282603226077,3,8,561,7772
Moon River,54,Frank Sinatra,"Days Of Wine And Roses, Moon River And Other Academy Award Winners","['adult standards', 'easy listening', 'lounge']",74,0.171,0.0632,0.0,0.4516288986958893,1,0.0327,0.945,2.71e-05,0.121,0.168,0.4707617219125166,0.13917209471359482,3,8,1831,2169
But Beautiful,55,Stan Getz,Stan Getz & Bill Evans,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']",62,0.499,0.0539,1.0,0.42420786433282087,1,0.0396,0.972,0.0287,0.0839,0.324,0.4220408965788439,0.1962763132146152,4,8,4684,7941
The Masquerade Is Over,53,Nancy Wilson,Nancy Wilson/Cannonball Adderley,"['adult standards', 'jazz', 'lounge', 'soul', 'vocal jazz']",54,0.341,0.0446,0.9090909090909091,0.5177517726979719,1,0.0348,0.909,0.00785,0.157,0.128,1.0083331405704241,0.18038844315227417,3,8,3692,5887
Autumn Leaves - Remastered,51,Nat King Cole,Sings For Two In Love,"['adult standards', 'lounge', 'vocal jazz']",65,0.211,0.348,0.18181818181818182,0.7158228789606784,0,0.0326,0.939,0.00052,0.384,0.0981,0.5023478522356642,0.11228858572586732,5,8,3700,7650
Manhattan,50,BLOSSOM DEARIE,Once Upon A Summertime,"['adult standards', 'jazz', 'lounge', 'swing', 'vocal jazz']",52,0.413,0.0342,0.7272727272727273,0.3193583577130956,1,0.0402,0.952,0.000314,0.127,0.177,0.5936827739353706,0.18150666741214952,4,8,424,6265
It Might As Well Be Spring,49,Bill Evans Trio,Moon Beams [Original Jazz Classics Remasters],"['bebop', 'jazz', 'jazz fusion', 'jazz trio']",53,0.383,0.0893,0.2727272727272727,0.48445480239996025,0,0.0333,0.926,0.716,0.11,0.155,1.0332631676343365,0.25556106902239245,3,8,558,5687
Tenderly,48,Sarah Vaughan,An Introduction To Sarah Vaughan,"['adult standards', 'jazz', 'lounge', 'swing', 'torch song', 'vocal jazz']",55,0.209,0.125,0.6363636363636364,0.5741062131204443,0,0.0412,0.903,0.0,0.136,0.0723,0.4022749878559368,0.10579310055631656,5,8,4436,566
I Hear A Rhapsody,46,Bill Evans,Undercurrent,"['bebop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano']",60,0.384,0.036,0.0,0.32315168344324885,0,0.0449,0.995,0.94,0.13,0.116,1.0004221507714375,0.19570811551256603,3,8,557,9645
Moonlight In Vermont,45,Ernestine Anderson,My Kinda Swing,"['adult standards', 'lounge', 'vocal jazz']",39,0.348,0.0156,0.9090909090909091,0.33691178658203996,0,0.0375,0.957,0.0,0.144,0.152,0.6221056649163795,0.11068533169327109,4,8,1665,5839
Don't Explain,45,Helen Merrill,Helen Merill,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']",44,0.343,0.0568,0.9090909090909091,0.4876530966430307,0,0.045,0.944,0.000667,0.117,0.14,0.9968194119960214,0.21947946660702805,3,8,2144,3789
In Your Own Sweet Way,44,Wes Montgomery,Incredible Jazz Guitar,"['hard bop', 'jazz', 'jazz fusion', 'jazz guitar']",49,0.62,0.104,0.2727272727272727,0.52707393266227,1,0.0433,0.991,0.912,0.112,0.0985,0.6903668663690409,0.20414092421235078,4,8,5470,4288
I Should Care,44,Julie London,Julie Is Her Name,"['adult standards', 'easy listening', 'lounge', 'torch song', 'vocal jazz']",56,0.515,0.0629,0.8181818181818182,0.5579411910546933,0,0.0396,0.94,0.00221,0.197,0.0706,0.7028116397955172,0.13780226999524756,4,8,2697,4542
My One And Only Love,44,Oscar Peterson Trio,Oscar Peterson For Lovers ,"['adult standards', 'bebop', 'big band', 'jazz', 'jazz trio', 'stride', 'vocal jazz']",56,0.281,0.251,0.7272727272727273,0.5101155352804085,1,0.0383,0.972,0.874,0.113,0.0708,0.28624713747079644,0.215304995666881,4,8,3875,6343
Alone And I - Remastered 2007,44,Herbie Hancock,Takin' Off ,"['contemporary post-bop', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'uk contemporary jazz']",56,0.409,0.0681,0.5454545454545454,0.5220657509793226,0,0.0334,0.98,0.948,0.0971,0.0577,0.5886053989035647,0.27240851527773896,4,8,2156,8284
Danny Boy,44,Bill Evans,Empathy,"['bebop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano']",60,0.48,0.00705,0.18181818181818182,0.23927703674319425,0,0.0447,0.991,0.888,0.0782,0.0999,0.5617091901644654,0.15410038858293032,3,8,557,2752
Tangerine,44,Coleman Hawkins,Coleman Hawkins Encounters Ben Webster ,"['bebop', 'big band', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",49,0.478,0.2,0.8181818181818182,0.6025933455645361,0,0.0408,0.93,0.484,0.109,0.401,0.43835442159561433,0.22420396410500126,4,8,1062,1836
Mood Indigo,43,Charles Mingus,Mingus Mingus Mingus Mingus Mingus,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']",47,0.348,0.107,0.0,0.40162146080230077,0,0.0306,0.933,0.887,0.1,0.115,0.340039554948995,0.19983576081183083,4,8,916,5615
Sophisticated Lady,42,Cliff Jordan,Cliff Craft,['hard bop'],25,0.586,0.0876,0.7272727272727273,0.5618832746566172,1,0.043,0.972,0.847,0.222,0.247,0.557753695264972,0.2837962315842442,4,8,1041,1797
"Flamenco Sketches (feat. John Coltrane, Cannonball Adderley & Bill Evans) - Alternate Take",41,Miles Davis,Kind Of Blue ,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",61,0.451,0.0275,0.18181818181818182,0.4813804730500322,0,0.041,0.916,0.0463,0.108,0.242,0.7562686498114779,0.3994576612339605,4,8,3547,4657
Under A Blanket Of Blue,41,Coleman Hawkins,The Hawk Relaxes,"['bebop', 'big band', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",49,0.552,0.187,0.2727272727272727,0.5618336886993603,1,0.0389,0.982,0.582,0.17,0.361,0.7134868497143255,0.19308028850185904,4,8,1062,8813
Stardust - Remastered,41,Ben Webster,Ben Webster Plays Ballads Remastered,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",51,0.577,0.114,0.09090909090909091,0.5005206525511975,1,0.0596,0.979,0.74,0.324,0.313,0.38885868936642687,0.2647291101730452,4,8,503,1003
Where Are You - Remastered,41,Sonny Rollins,The Bridge,"['bebop', 'big band', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",49,0.545,0.0145,0.45454545454545453,0.3922745078593742,1,0.0441,0.888,0.0903,0.156,0.133,0.590184127130994,0.2171221100891784,4,8,4646,8599
Polka Dots And Moonbeams,40,Bill Evans Trio,Moon Beams,"['bebop', 'jazz', 'jazz fusion', 'jazz trio']",53,0.473,0.126,0.18181818181818182,0.4842068726136758,0,0.0347,0.944,0.705,0.107,0.0659,0.6479725197196456,0.20949931508764083,4,8,558,5686
Patricia,39,Art Pepper,The Return Of Art Pepper,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone']",45,0.654,0.0494,0.9090909090909091,0.5327515247681855,1,0.0753,0.973,0.519,0.0842,0.325,0.7300316902222943,0.1523580554080121,4,8,345,9030
I Don't Stand A Ghost Of A Chance With You,39,Stan Getz,Stan Getz In Stockholm,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']",62,0.428,0.0429,0.09090909090909091,0.3710765111320474,1,0.0398,0.991,0.803,0.112,0.423,0.8143693183132477,0.24359606944172654,4,8,4684,7944
When Your Lover Has Gone,41,Ben Webster,Ben Webster Meets Oscar Peterson,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",51,0.507,0.0355,0.0,0.4124559924629344,0,0.0382,0.978,0.099,0.133,0.244,0.6360944692466055,0.16552514606804394,3,8,503,1002
Moon Love,39,Chet Baker,The Trumpet Artistry Of Chet Baker,"['adult standards', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",62,0.496,0.0742,0.09090909090909091,0.6030148262012197,1,0.0512,0.993,0.871,0.121,0.385,0.33146353311281257,0.13695451622822957,4,8,952,9134
I'll Be Seeing You,38,Dinah Shore,"Dinah Sings, Previn Plays","['adult standards', 'big band', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",41,0.486,0.0692,0.7272727272727273,0.5809738682005257,1,0.0424,0.983,1.73e-05,0.153,0.0515,0.7439048368069211,0.13078541276452993,5,8,1398,2340
Since I Fell for You,38,Vince Guaraldi Trio,Jazz Impressions Of Black Orpheus [Original Jazz Classics Remasters] ,"['adult standards', 'jazz trio']",50,0.583,0.0639,0.45454545454545453,0.5267020379828432,0,0.0407,0.914,0.789,0.101,0.0711,0.3130276884642965,0.18441405048782533,4,8,5403,4474
"Fantastic, That's You",38,Earl Hines,Once Upon A Time,"['bebop', 'big band', 'boogie-woogie', 'jazz', 'jazz piano', 'stride', 'swing', 'vintage jazz']",34,0.471,0.144,0.0,0.4896861208905638,1,0.0848,0.929,0.206,0.109,0.181,0.3906109042122552,0.17524461155684773,4,8,1524,6266
It Never Entered My Mind - Remastered,38,Miles Davis Quartet,Miles Davis ,"['bebop', 'hard bop', 'jazz', 'jazz fusion', 'jazz quartet']",36,0.284,0.0811,0.7272727272727273,0.4711161798978529,1,0.0351,0.937,0.105,0.0857,0.366,0.4848141380028221,0.1700071286796567,3,8,3548,5601
A Flower Is A Lovesome Thing,37,Johnny Hodges,Everybody Knows,"['bebop', 'big band', 'hard bop', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",46,0.319,0.0313,0.9090909090909091,0.513809689096048,0,0.0284,0.979,0.366,0.121,0.0369,0.324263838449261,0.12879147913113975,4,8,2607,2863
I'm Old Fashioned - Remastered,37,John Coltrane,Blue Train,"['bebop', 'free jazz', 'jazz', 'jazz saxophone']",63,0.483,0.1,0.0,0.5320325283879604,0,0.0344,0.912,0.548,0.0757,0.374,0.4551305775947816,0.3347851611640715,4,8,2559,1241
A Child Is Born,37,Bill Evans,Everybody Still Digs Bill Evans,"['bebop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano']",60,0.436,0.122,0.9090909090909091,0.4075717756731293,1,0.0464,0.952,0.743,0.127,0.101,0.7751902569915109,0.3174268261999944,5,8,557,2864
Old Folks,37,Lou Donaldson,Wailing With Lou,"['bebop', 'hard bop', 'jazz', 'jazz funk', 'jazz saxophone', 'soul jazz']",45,0.503,0.182,0.18181818181818182,0.6568899687608469,0,0.0404,0.892,0.0662,0.221,0.287,0.6585205061182948,0.2657459953593693,4,8,3170,9865
You Don't Know What Love Is - Rudy Van Gelder Remaster,36,Sonny Rollins,Saxophone Colossus,"['bebop', 'big band', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",49,0.546,0.196,0.7272727272727273,0.6901869390588585,0,0.0423,0.912,0.734,0.105,0.325,0.8313594411417734,0.27207304799977633,4,8,4646,7376
Rising Sun,36,The Dave Brubeck Quartet,Jazz Impressions Of Japan,"['bebop', 'jazz', 'jazz quartet']",53,0.524,0.062,0.18181818181818182,0.4578519363316309,0,0.0404,0.992,0.708,0.106,0.0655,0.5694640420068933,0.19561446423080148,4,8,4943,4475
The Good Life - Remastered 2000/Rudy Van Gelder Edition,35,Hank Mobley,The Turnaround,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",47,0.479,0.0914,0.7272727272727273,0.5975851638815888,1,0.0365,0.953,0.246,0.111,0.235,0.6668016007031992,0.2159291045819239,4,8,2106,9137
Stairway To The Stars - Rudy Van Gelder Edition / 2003 Remaster,33,Dexter Gordon,Our Man In Paris ,"['bebop', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",47,0.502,0.288,0.0,0.7065007189963802,1,0.0482,0.933,0.525,0.274,0.387,0.355063496102334,0.29165175700986834,4,8,1370,6358
I Can't Get Started - Instrumental,33,Cannonball Adderley,Nancy Wilson/Cannonball Adderley,"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz blues', 'jazz fusion', 'vocal jazz']",56,0.393,0.147,0.0,0.6421133534982892,1,0.0418,0.869,0.0411,0.0938,0.205,1.0151338160116583,0.20794288669592687,3,8,825,5887
These Foolish Things - Remastered 2006/Rudy Van Gelder Edition,32,Johnny Griffin,Introducing Johnny Griffin ,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz saxophone']",34,0.606,0.311,0.2727272727272727,0.7338473744235632,1,0.0348,0.856,0.242,0.122,0.385,0.6093428326895053,0.21613387939951356,4,8,2605,4349
Misty,30,Ella Fitzgerald,Gold,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']",66,0.321,0.0866,0.09090909090909091,0.6018247632270541,0,0.0394,0.992,3.47e-05,0.137,0.269,0.48312553491707344,0.11963112577227362,3,8,1600,3476
Stars Fell On Alabama,30,Sonny Stitt,New York Jazz,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",43,0.577,0.269,0.9090909090909091,0.7304011503942084,1,0.036,0.704,0.00139,0.0806,0.46,0.7509599592884737,0.17423820972295995,4,8,4649,5974
Laura,30,Scott Hamilton,Scott Hamilton Plays Ballads,['jazz saxophone'],47,0.392,0.0703,0.6363636363636364,0.44776119402985076,1,0.0478,0.96,0.764,0.104,0.228,0.4527075478244779,0.20272497274328366,3,8,4459,7420
A Ballad For Doll - Remastered,29,Jackie McLean,Jackie's Bag,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz saxophone']",37,0.402,0.168,0.18181818181818182,0.5598254574304558,1,0.0377,0.985,0.885,0.121,0.123,1.0236924891860009,0.1375604539990495,3,8,2316,4443
Crazy She Calls Me,29,Lee Konitz,Very Cool,"['bebop', 'cool jazz', 'free jazz', 'jazz', 'jazz saxophone', 'stride', 'vocal jazz']",44,0.465,0.0455,0.45454545454545453,0.42695988496057913,1,0.0459,0.98,0.818,0.104,0.207,1.024415350095996,0.3100367616225434,3,8,3021,9751
"I Loves You, Porgy - 2014 - Remaster",29,Nina Simone,Nina Simone And Her Friends ,"['jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",67,0.492,0.0714,0.36363636363636365,0.5032974661575842,1,0.0547,0.915,4.32e-06,0.0898,0.185,0.30847077328768713,0.17711763719213888,4,8,3770,6031
How Long Has This Been Going On? - Instrumental,29,Tommy Flanagan,The Cats,"['bebop', 'hard bop', 'jazz', 'jazz piano', 'stride']",44,0.432,0.0335,0.5454545454545454,0.3098874398770268,1,0.042,0.982,0.943,0.11,0.103,0.327982234970276,0.24863716418327694,4,8,5240,8610
La Mesha,29,Joe Henderson,Page One,"['avant-garde jazz', 'bebop', 'big band', 'contemporary jazz', 'contemporary post-bop', 'free jazz', 'hard bop', 'japanese jazz', 'jazz', 'jazz funk', 'jazz fusion', 'jazz saxophone', 'soul jazz']",43,0.463,0.248,1.0,0.6930381316011305,1,0.0342,0.981,0.671,0.0914,0.0546,0.6484120191529228,0.3836627435632216,4,8,2515,6418
Some Other Time,28,Betty Carter,Inside Betty Carter,"['adult standards', 'jazz', 'lounge', 'stride', 'vocal jazz']",45,0.286,0.0612,0.0,0.5076610303961918,1,0.035,0.981,0.00463,0.116,0.0978,0.5311813282135506,0.15953356070559951,4,8,524,4323
Body And Soul,26,Gerry Mulligan,Gerry Mulligan ,"['bebop', 'cool jazz', 'jazz', 'jazz saxophone', 'swing', 'vocal jazz']",48,0.593,0.0836,0.09090909090909091,0.514355134625874,1,0.0654,0.745,0.00921,0.109,0.274,0.6862089704147488,0.40652134410556034,4,8,1953,3371
In The Wee Small Hours Of The Morning,26,Curtis Fuller,Soul Trombone,"['bebop', 'hard bop', 'jazz', 'jazz trombone', 'soul jazz']",30,0.546,0.0972,0.0,0.562032032528388,1,0.0356,0.847,0.000102,0.0907,0.203,0.5866970461011775,0.20554848899946884,4,8,1136,7866
Lover Man,25,Warne Marsh,Jazz Of Two Cities,"['cool jazz', 'jazz saxophone']",37,0.671,0.117,0.0,0.5266524520255863,1,0.0541,0.974,0.853,0.0889,0.34,0.6717575351021259,0.18877512510133906,4,8,5451,4479
"Bewitched, Bothered And Bewildered",25,Anita O'Day,Anita Sings The Most,"['adult standards', 'jazz', 'lounge', 'swing', 'torch song', 'vocal jazz']",49,0.428,0.0667,0.2727272727272727,0.43330688748946294,1,0.0627,0.979,0.00153,0.148,0.216,0.4310911151719832,0.16442579184255401,4,8,276,595
If I Should Lose You,24,Joe Pesci,Pesci... Still Singing,[],20,0.408,0.243,0.6363636363636364,0.739971240144791,0,0.029,0.855,0.00016,0.123,0.14,0.6496900372417941,0.2621488076933829,4,8,2523,6553
I've Got A Crush On You - 2007 Digital Remaster/Rudy Van Gelder Edition,24,Thad Jones,The Magnificent Thad Jones ,"['bebop', 'big band', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz trumpet']",36,0.366,0.0786,0.9090909090909091,0.649278524321912,1,0.0405,0.983,0.884,0.0862,0.223,0.45024982073049435,0.32032442481339635,4,8,4872,8898
Prelude To A Kiss - Live,24,Marian McPartland Trio,Live At Shanghai Jazz,['jazz trio'],9,0.436,0.291,0.09090909090909091,0.5325283879605295,1,0.0415,0.796,0.636,0.69,0.123,0.36049362725821754,0.23155628861368147,4,8,3362,5066
Willow Weep for Me,24,Eddie Harris,Presenting Eddie Harris,"['instrumental soul', 'jazz funk', 'soul jazz']",34,0.511,0.0381,0.0,0.4895125700401646,1,0.0501,0.99,0.809,0.124,0.301,0.6482905785200436,0.16007380280115177,4,8,1545,6732
Polka Dots and Moonbeams - 2015 Remastered Version,24,Mel Tormé,It's a Blue World ,"['adult standards', 'contemporary vocal jazz', 'easy listening', 'lounge', 'swing', 'vocal jazz']",48,0.407,0.162,0.6363636363636364,0.6086428323498786,0,0.0325,0.782,0.00839,0.118,0.167,0.33272420253984414,0.1652826311816835,4,8,3457,4413
The Nearness of You,23,George Shearing,The Unforgettable George Shearing,"['bebop', 'cool jazz', 'jazz', 'jazz piano', 'stride', 'vocal jazz']",44,0.433,0.0525,0.09090909090909091,0.5548172757475083,1,0.0368,0.979,0.00781,0.111,0.176,0.6331798940575052,0.12271602694920467,4,8,1942,9149
